Id,X Coord.,Y Coord.,Latitude,Longitude,Zone,Franchisee,On street,Cross street 1,Cross street 2,Borough,Pole type,BID Advisory,Historic Advisory,NYSDOT Advisory,Park Advisory,Port Auth Advisory,School Advisory,Submission date,Equipment Installed? (Yes/No)
17566,997308,199685,40.714756,-73.952897,B,"Extenet Systems, INC. II",N 7th St,Meeker Ave,Havemeyer St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17567,1001973,236148,40.81483,-73.935973,C,"Crown Castle Fiber, LLC",5th Ave,E 138th St,W 139th St,Manhattan,Traffic Light Pole,,,,,,,Dec-31-2017,Yes
17569,1005674,221858,40.775599,-73.922648,B,"Crown Castle Fiber, LLC",21st St,24th Dr,24th Rd,Queens,Streetlight Pole,,,,,,,Dec-22-2017,No
17570,998150,203110,40.724156,-73.949852,B,"Extenet Systems, INC. II",Nassau Ave,Leonard St,Eckford St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17571,1006905,179503,40.659342,-73.918346,B,"Crown Castle Fiber, LLC",Rockaway Pkwy,Lenox Rd,Willmohr St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-22-2017,No
17572,998997,236737,40.816452,-73.946723,C,"Crown Castle Fiber, LLC",Frederick Douglass Blvd,W 135th St,W 134th St,Manhattan,Traffic Light Pole,,,,,,,Dec-31-2017,No
17573,999660,201750,40.72042,-73.944408,B,"Extenet Systems, INC. II",McGuinness Blvd S,Meeker Ave,Humboldt St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17574,1023811,215087,40.756952,-73.857203,B,"Crown Castle Fiber, LLC",34th Ave,112th St,111th St,Queens,Mixed Traffic And Street Pole,,,,,,,Dec-22-2017,No
17576,998389,198421,40.711285,-73.949,B,"Extenet Systems, INC. II",Lorimer St,Grand St,Powers St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17577,1004486,189705,40.68735,-73.927034,C,"Crown Castle Fiber, LLC",Patchen Ave,Madison St,Putnam Ave,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-31-2017,No
17580,1020340,215843,40.759042,-73.869728,B,"Crown Castle Fiber, LLC",32 Ave,99th St,100th St,Queens,Mixed Traffic And Street Pole,,,,,,,Dec-22-2017,No
17581,994553,198660,40.711947,-73.962836,B,"Extenet Systems, INC. II",Bedford Ave,S 4th St,S 3rd St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17582,994904,199393,40.713958,-73.961569,B,"Extenet Systems, INC. II",Bedford Ave,S 1st St,Grand St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17583,996257,198970,40.712795,-73.956689,B,"Extenet Systems, INC. II",Havemeyer St,Grand St,Hope St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17584,997851,237417,40.81832,-73.950861,B,"Crown Castle Fiber, LLC",Convent Ave,W 135th St,W 133rd St,Manhattan,Mixed Traffic And Street Pole,,,,,,This pole is located within 20 feet of the following school: CITY COLL AARON DAVIS HALL,Dec-22-2017,No
17585,1000939,181782,40.665611,-73.939843,B,"Extenet Systems, INC. II",Albany Ave,Crown St,Montgomery St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17586,1005722,183400,40.670041,-73.922597,B,"Extenet Systems, INC. II",St Johns Pl,Ralph Ave,Buffalo Ave,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17588,1001554,239320,40.823537,-73.937478,C,"Crown Castle Fiber, LLC",Adam Clayton Powell Jr Blvd,W 148th St,W 149th St,Manhattan,Traffic Light Pole,,,,,,,Dec-31-2017,Yes
17589,1001277,187356,40.680909,-73.938611,C,"Crown Castle Fiber, LLC",Decatur St,Albany Ave,Throop Ave,Brooklyn,Streetlight Pole,,This pole is located within the following historic area: Bedford Stuyvesant/Expanded Stuyvesant Heights Historic District,,,,,Dec-31-2017,No
17590,1006287,243684,40.835504,-73.920363,C,"Crown Castle Fiber, LLC",E 167th St,Gerard Ave,River Ave,Bronx,Traffic Light Pole,,,,,,,Dec-31-2017,Yes
17593,1007003,243742,40.835661,-73.917775,C,"Crown Castle Fiber, LLC",Grandview Pl,E 168th St,E 167th St,Bronx,Streetlight Pole,,,,,,,Dec-31-2017,Yes
17594,1002184,238620,40.821614,-73.935204,C,"Crown Castle Fiber, LLC",Lenox Ave,W 147th St,W 146th St,Manhattan,Streetlight Pole,,,,,,,Dec-31-2017,No
17595,1001466,240500,40.826776,-73.937793,C,"Crown Castle Fiber, LLC",Macombs Pl,W 152nd St,W 151st St,Manhattan,Mixed Traffic And Street Pole,,,,,,,Dec-31-2017,Yes
17596,1003833,188581,40.684266,-73.929392,C,"Crown Castle Fiber, LLC",Malcolm X Blvd,Halsey St,Hancock St,Brooklyn,Streetlight Pole,,This pole is located within the following historic area: Bedford Stuyvesant/Expanded Stuyvesant Heights Historic District,,,,,Dec-31-2017,No
17597,1003753,189115,40.685732,-73.929678,C,"Crown Castle Fiber, LLC",Malcolm X Blvd,Jefferson Ave,Putnam Ave,Brooklyn,Streetlight Pole,,,,,,,Dec-31-2017,No
17598,1003914,188047,40.6828,-73.929101,C,"Crown Castle Fiber, LLC",Malcolm X Blvd,MacDonough St,Macon St,Brooklyn,Streetlight Pole,,This pole is located within the following historic area: Bedford Stuyvesant/Expanded Stuyvesant Heights Historic District,,,,This pole is located within 20 feet of the following school: PS 262 EL HAJJ MALIK SHABAZZ,Dec-31-2017,No
17599,1011836,250574,40.8544,-73.900281,C,"Crown Castle Fiber, LLC",Ryer Ave,E 181st St,E 182nd St,Bronx,Streetlight Pole,,,,,,,Dec-31-2017,No
17600,1003110,187856,40.682278,-73.932,C,"Crown Castle Fiber, LLC",Stuyvesant Ave,MacDonough St,Decatur St,Brooklyn,Streetlight Pole,,This pole is located within the following historic area: Stuyvesant Heights Historic District,,,,,Dec-31-2017,No
17601,1000782,187230,40.680564,-73.940396,C,"Crown Castle Fiber, LLC",Throop Ave,Decatur St,Fulton St,Brooklyn,Streetlight Pole,,This pole is located within the following historic area: Bedford Stuyvesant/Expanded Stuyvesant Heights Historic District,,,,,Dec-31-2017,No
17602,999908,187436,40.681131,-73.943546,C,"Crown Castle Fiber, LLC",Tompkins Ave,MacDonough St,Macon St,Brooklyn,Streetlight Pole,,This pole is located within the following historic area: Bedford Stuyvesant/Expanded Stuyvesant Heights Historic District,,,,,Dec-31-2017,No
17604,1005173,181106,40.663746,-73.924583,B,"Extenet Systems, INC. II",Rutland Rd,E 96th St,E 95th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17605,1000243,182226,40.666831,-73.942351,B,"Extenet Systems, INC. II",Kingston Ave,Carroll St,President St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17606,1013019,175806,40.649177,-73.896325,B,"Extenet Systems, INC. II",Glenwood Rd,E 105th St,E 108th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17607,1011344,174289,40.645018,-73.902367,B,"Extenet Systems, INC. II",Glenwood Rd,Rockaway Pkwy,E 96th St,Brooklyn,Traffic Light Pole,,,,,,,Dec-29-2017,No
17608,1013835,171363,40.636979,-73.893404,B,"Extenet Systems, INC. II",Ave M,Rockaway Pkwy,E 96th St,Brooklyn,Traffic Light Pole,,,,,,,Dec-29-2017,No
17609,1009956,169171,40.630975,-73.907388,B,"Extenet Systems, INC. II",E 80th St,Ave L,Ave K,Brooklyn,Traffic Light Pole,,,,,,,Dec-29-2017,No
17610,1008309,171715,40.637962,-73.913313,B,"Extenet Systems, INC. II",Glenwood Rd,E 82nd St,E 83rd St,Brooklyn,Traffic Light Pole,,,,,,,Dec-29-2017,No
17612,995066,157302,40.598427,-73.961052,B,"Extenet Systems, INC. II",Coney Island Ave,Ave U,Ave T,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17614,999327,152481,40.585188,-73.945719,B,"Extenet Systems, INC. II",Shore Pkwy,Dooley St,E 22nd St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17615,996088,150673,40.580231,-73.957383,B,"Extenet Systems, INC. II",Ocean View Ave,Brighton 11th St,Brighton 12th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17616,995471,149113,40.57595,-73.959607,B,"Extenet Systems, INC. II",Coney Island Ave,Brightwater Ct,Brighton Beach Ave,Brooklyn,Streetlight Pole,,,,This pole is located within the following park: Oceana,,,Dec-29-2017,No
17618,984210,149606,40.57731,-74.000144,B,"Extenet Systems, INC. II",W 33rd St,Neptune Ave,Bayview Ave,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17620,996480,176325,40.65064,-73.955926,B,"Extenet Systems, INC. II",Bedford Ave,Church Ave,Martense St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17621,998330,175670,40.648839,-73.94926,B,"Extenet Systems, INC. II",Nostrand Ave,Snyder Ave,Tilden Ave,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17622,999380,171970,40.638682,-73.945485,B,"Extenet Systems, INC. II",Foster Ave,New York Ave,Nostrand Ave,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17624,995316,174181,40.644756,-73.960124,B,"Extenet Systems, INC. II",Beverley Rd,Ocean Ave,E 19th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17626,990639,170840,40.635591,-73.976981,B,"Extenet Systems, INC. II",Ditmas Ave,E 2nd St,McDonald Ave,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17627,991158,169466,40.631819,-73.975112,B,"Extenet Systems, INC. II",18th Ave,E 3rd St,E 4th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17628,991589,171935,40.638595,-73.973557,B,"Extenet Systems, INC. II",Ocean Pkwy,Cortelyou Rd,Ave C,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17629,992233,168821,40.630048,-73.97124,B,"Extenet Systems, INC. II",Ocean Pkwy,Foster Ave,Ave H,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17630,994460,170300,40.634105,-73.963214,B,"Extenet Systems, INC. II",Marlborough Rd,Foster Ave,Newkirk Ave,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17631,993953,166937,40.624875,-73.965046,B,"Extenet Systems, INC. II",Coney Island Ave,Ave J,Ave I,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17633,994880,171081,40.636248,-73.9617,B,"Extenet Systems, INC. II",Newkirk Ave,E 17th St,E 16th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17635,983440,158706,40.602288,-74.002917,B,"Extenet Systems, INC. II",Bath Ave,Bay 22nd St,Bay 23rd St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17636,987482,163062,40.614243,-73.988359,B,"Extenet Systems, INC. II",Bay Ridge Ave,20th Ave,19th Ave,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17637,986670,162041,40.611441,-73.991284,B,"Extenet Systems, INC. II",20th Ave,74th St,Bay Ridge Pkwy,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,No
17638,989062,160733,40.60785,-73.98267,B,"Extenet Systems, INC. II",Ave P,W 9th St,W 10th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17639,990208,164015,40.616858,-73.97854,B,"Extenet Systems, INC. II",60th St,Bay Pkwy,21st Ave,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17640,980971,176346,40.650705,-74.011817,B,"Extenet Systems, INC. II",3rd Ave,45th St,44th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17641,978995,176267,40.650487,-74.018938,B,"Extenet Systems, INC. II",1st Ave,50th St,49th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17642,978546,174535,40.645733,-74.020554,B,"Extenet Systems, INC. II",56th St,2nd Ave,1st Ave,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17643,980727,177194,40.653033,-74.012697,B,"Extenet Systems, INC. II",2nd Ave,43rd St,42nd St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17644,979674,174710,40.646214,-74.01649,B,"Extenet Systems, INC. II",3rd Ave,53rd ST,52nd St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17645,980409,175375,40.64804,-74.013842,B,"Extenet Systems, INC. II",3rd Ave,49th St,50th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17648,978308,171785,40.638185,-74.02141,B,"Extenet Systems, INC. II",4th Ave,65th St,64th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17649,982615,172045,40.6389,-74.005891,B,"Extenet Systems, INC. II",8th Ave,54th St,53rd St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,No
17650,984565,172082,40.639002,-73.998865,B,"Extenet Systems, INC. II",10th Ave,49th St,50th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17651,982168,172736,40.640797,-74.007502,B,"Extenet Systems, INC. II",7th Ave,53rd St,52nd St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17652,983020,172648,40.640555,-74.004432,B,"Extenet Systems, INC. II",8th Ave,51st St,52nd St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17654,982733,173536,40.642993,-74.005466,B,"Extenet Systems, INC. II",7th Ave,49th St,50th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17655,986961,171258,40.63674,-73.990232,B,"Extenet Systems, INC. II",13th Ave,46th St,45th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17656,977170,168588,40.629409,-74.025507,B,"Extenet Systems, INC. II",4th Ave,77th St,76th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17657,978005,168646,40.629569,-74.022499,B,"Extenet Systems, INC. II",5th Ave,Bay Ridge Pkwy,74th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17658,976363,166246,40.62298,-74.028411,B,"Extenet Systems, INC. II",4th Ave,86th St,85th St,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17659,975431,165889,40.621999,-74.031768,B,"Extenet Systems, INC. II",3rd Ave,88th St,89th St,Brooklyn,Mixed Traffic And Street Pole,,,,,,,Dec-29-2017,Yes
17660,976981,165650,40.621344,-74.026184,B,"Extenet Systems, INC. II",86th St,5th Ave,Fort Hamilton Pkwy,Brooklyn,Streetlight Pole,,,,,,,Dec-29-2017,Yes
17662,1008341,220010,40.77052,-73.913025,B,"Extenet Systems, INC. II",24th Ave,36th St,35th St,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17663,1001288,212632,40.750286,-73.938507,B,"Extenet Systems, INC. II",Queens Plaza N,28th St,29th St,Queens,Streetlight Pole,,,,,,This pole is located within 20 feet of the following school: DIVISION SCHL BLDG,Dec-29-2017,No
17664,1001212,211910,40.748304,-73.938783,B,"Extenet Systems, INC. II",Jackson Ave,Orchard St,West St,Queens,Streetlight Pole,,,This pole may be locate on the following NYS highway: JACKSON AV,,,,Dec-29-2017,No
17669,995319,224257,40.782203,-73.960031,A,Crown Castle NG East LLC,5th Ave,E 87th St,E 86th St,Manhattan,Traffic Light Pole,,This pole is located within the following historic area: Central Park,,,,,Dec-22-2017,No
17671,1001018,228750,40.794526,-73.939441,C,"Crown Castle Fiber, LLC",2nd Ave,E 112th St,E 113th St,Manhattan,Mixed Traffic And Street Pole,,,,,,,Dec-31-2017,Yes
17672,998738,227179,40.790218,-73.947679,C,"Crown Castle Fiber, LLC",Lexington Ave,103rd St,E 102nd St,Manhattan,Mixed Traffic And Street Pole,,,,,,,Dec-31-2017,No
17673,1035141,201826,40.720496,-73.816407,B,"Extenet Systems, INC. II",147th St,78th St,78th Rd,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17674,1031876,208890,40.739903,-73.828136,B,"Extenet Systems, INC. II",63rd Ave,138th St,34th Ave,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17675,998944,213696,40.75321,-73.946964,B,"Extenet Systems, INC. II",Queens Plaza S,11th St,10th St,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17676,1030630,213479,40.752505,-73.832601,B,"Extenet Systems, INC. II",College Point Blvd,Avery Ave,Maple Ave,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17677,996922,212282,40.749332,-73.954265,B,"Extenet Systems, INC. II",44th Dr,5th St,Vernon Blvd,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17678,1039337,221811,40.775325,-73.801106,B,"Extenet Systems, INC. II",163rd St,24th Rd,25th Ave,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17679,1037713,221185,40.773616,-73.806975,B,"Extenet Systems, INC. II",157th St,26th Ave,27th Ave,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17680,1039628,227499,40.790935,-73.800009,B,"Extenet Systems, INC. II",162nd St,12th Ave,12th Rd,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
17681,1039665,212191,40.748918,-73.800002,B,"Extenet Systems, INC. II",Lithonia Ave,168th St,167th St,Queens,Streetlight Pole,,,,,,,Dec-29-2017,No
